,StopID,Name,Routes
5614,136901,Walterstown Church,['136']
5615,136911,Fairlands (Oldtown Rd Northbound),['136']
5616,136921,Realtoige (Northbound),['136']
5617,136931,Follistown (Northbound),['136']
5618,136941,Casey's Cross (Northbound),['136']
5619,136961,Navan (Ardboyne Hotel),"['136', '134', '109X', '109A', '109']"
5620,136971,Balbriggan (Community Centre),"['101X', '101']"
5621,136981,Ratoath (SuperValu),"['109A', '105', '103X', '103']"
5622,137001,Naas (Post Office),"['130', '123', '126', '124']"
5623,137031,Naas (Opposite Post Office),"['124', '126', '123', '130']"
5624,137091,Ashbourne (Community Centre),"['103', '103X', '105', '105X', '107', '109A', '189']"
5625,137111,Balbriggan (St Peter and Paul Church),"['101', '101X', 'B1']"
5626,137131,Balbriggan (Opposite Garda Station),"['B1', '101X', '101']"
5627,137181,Drogheda (Rail Station),"['101', '101X']"
5628,137241,Tayto Park,"['105', '103']"
5629,137261,Bective Abbey (Southbound),['109B']
5630,137271,Bective Abbey (Northbound),['109B']
5631,137281,Kilmessan (Centra),['109B']
5632,137291,Kilmessan (Opp Centra),['109B']
5633,137301,Trim (Knightsbrook Hotel),['109B']
5634,137431,Swords (Malahide Rd Roundabout),['101X']
5635,137441,Doreys Forge (Opp Shanks Mare Pub),['134']
5636,137451,Batterjohn X / Kiltale (Southbound),['134']
5637,137461,Warrenstown (Junction Southbound),['134']
5638,137471,Dunsany Village (Opp Pianoforte),"['134', '109B']"
5639,137481,Swainstown (Southbound),"['109B', '134']"
5640,137491,Kilmessan (Southbound),['134']
5641,137501,Ringlestown House (Southbound),['134']
5642,137511,Opp Tara Golf Club,['134']
5643,137521,Ballinter Cross (Southbound),['134']
5644,137531,Cannistown School,['134']
5645,137541,Foxtown (Northbound),['135']
5646,137551,Galtrim (Westbound),['135']
5647,137561,Kiltale (Opp Church),['135']
5648,137571,Pike Corner (Southbound),"['135', '111', '111X']"
5649,137581,Curtistown (Southbound),['135']
5650,137591,Kilmessan (Opp Church),['135']
5651,137601,Ennistown Stud (Southbound),"['135', '109B']"
5652,137611,Connell's Cross (Southbound),"['135', '190']"
5653,137621,Oberstown (Old Ross Rd Southbound),['136']
5654,137631,Proudstown (Southbound),['136']
5655,137641,Five Rds Of Skreen (Green Rd Sbound),['136']
5656,137651,Walterstown (Opp Church),['136']
5657,137661,Fairlands (Oldtown Rd Southbound),['136']
5658,137671,Brownstown Cross (Navan Rd Sbound),['136']
5659,137681,Realtoige (Southbound),['136']
5660,137691,Follistown (Southbound),['136']
5661,137701,Mooretown (Southbound),['136']
5662,137711,Casey's Cross (Southbound),['136']
5663,137721,Johnstown Meath (Opp Church),['136']
5664,137791,Castletown (Opp Church),['447']
5665,137801,Ardlougher (Eastbound),['465']
5666,137811,Navan (Opp Round o Pub),['107']
5667,137821,Opposite Castletown Cross,['107']
5668,137831,Kingscourt (Conly Funeral Directors),"['107', '166']"
5669,137851,Kentstown (Opp Church),"['107', '103X']"
5670,137861,Kingscourt (Wishing Well Pub),"['107', '166']"
5671,137871,Kilmainham Wood (McKennas),['107']
5672,137881,Nobber (Church),['107']
5673,137891,Castletown Church,['107']
5674,137901,Wilkinstown (Opp Tiernans Pub),['107']
5675,137911,Kilberry (Opp Meath Farm Machinery),['107']
5676,137921,Navan (Round o Pub),['107']
5677,137931,Kentstown (Church),"['107', '103X']"
5678,137941,Balrath Cross (Duleek Rd),"['103X', '107', '105', '189']"
5679,138451,Navan (Abbey Road Stop A),"['107', '109A', '109', '190', '70']"
5680,138461,Navan (Abbey Road Stop B),"['NX', '109X', '103X']"
5681,138701,Finea Village (Bridge Southbound),['447']
5682,138711,Toher (Southbound),['447']
5683,138721,Three Point Cross (Southbound),['447']
5684,138731,Trumera (Southbound),['447']
5685,138741,Whitehall (Opp Church),['447']
5686,138751,Crookedwood (Post Office),['447']
5687,138761,Taughmon (School),['447']
5688,138771,Knockdrin Cross (Castle),['447']
5689,138791,Mullingar (Hospital),"['447', '70', '23', '22']"
5690,138801,Knockdrin Cross (Opp Castle),['447']
5691,138811,Taughmon (Church),['447']
5692,138821,Crookedwood (Wood Pub),['447']
5693,138831,Whitehall (Church),['447']
5694,138841,Trumera (Northbound),['447']
5695,138851,Three Point Cross (Northbound),['447']
5696,138861,Castletown (Church),['447']
5697,138871,Toher (Northbound),['447']
5698,138881,Finea Village (Bridge Northbound),['447']
5699,138921,Grangebellew (Dohertys Pub),['189']
5700,138931,Dundalk (Dublin Rd McDonalds),"['100X', '100', '174', '168']"
5701,138941,Dundalk (Opp County Louth Hospital),"['168', '100', '100X']"
5702,138951,Dundalk I.T (Main Gate),"['100X', '100', '168', '162', '70']"
5703,138961,Castlebellingham (The Village Store),"['70', '168', '100', '100X']"
5704,138971,Dunleer (The Dunleer Inn),"['100X', '100', '70']"
5705,138991,Duleek (Opp O Neills),"['70', '105', '189']"
5706,139111,Bective Cross (Opp Crocketts Pub),"['109B', '135']"
5707,139121,Navan (Fitzherbert Court),['190']
5708,139131,Duleek (Kerins Pharmacy),"['105', '189']"
5709,139141,Drogheda (George St Dominics Chip Shop),"['100', '190', '182A']"
5710,139151,Drogheda (North Rd Esso),"['190', '100']"
5711,139161,Killeneer (Opp Killeneer Cottages),['100']
5712,139171,Killeneer (Cockle Rd Cross Nbound),['100']
5713,139181,Monasterboice (Opp Monasterboice Inn),['100']
5714,139191,Mullins Cross (Northbound),['100']
5715,139201,Kilsaran (Opp St Marys Villas),['100']
5716,139211,Greengates Cross (Northbound),"['100', '168']"
5717,139241,Greengates Cross (Southbound),"['168', '100']"
5718,139251,Kilsaran (Opp St Olivers Park),['100']
5719,139261,Mullins Cross (Southbound),['100']
5720,139271,Mullary Cross (Valley Inn),['100']
5721,139291,Killeneer (Killeneer Cottages),['100']
5722,139301,Kilsaran (St Olivers Park),['100']
5723,139311,Drogheda (Inst of Further Education),['173']
5724,139321,Newtown Rd (Convent School),['173']
5725,139331,Dundalk (Newry Rd (Spar),"['160', '161']"
5726,139341,Dundalk (Newry Rd (Arthurs Shop),['160']
5727,139351,Dowdallshill (GAA Grounds),"['160', '161']"
5728,139361,Dowdallshill (Opp Cemetary),"['161', '160']"
5729,139371,Ballymac Roundabout (Strandhill),['161']
5730,139381,Ballymacscanlon (Hotel),['161']
5731,139391,Rockmarshal (Fitzpatricks),['161']
5732,139401,Annaloughan (Northbound),['161']
5733,139411,Lordship (GAA Grounds),['161']
5734,139421,Mount Bagnel (Post Office),['161']
5735,139431,Riverstown Louth (Martins),['161']
5736,139441,Grange Cross Louth (Northbound),['161']
5737,139451,Whitestown Cross (Templeton Rd Nbound),['161']
5738,139461,Whitestown (Cooley Inn Northbound),['161']
5739,139471,Omeath (Church),['161']
5740,139481,Newry (Quays Shopping Centre),['161']
5741,139491,Newry (Buttercrane Shopping Centre),"['161', '160']"
5742,139501,Newry (Opp Buttercrane Shopping Ctr),"['160', '161']"
5743,139511,Newry (Opp Quay Shopping Centre),['161']
5744,139521,Ferryhill (Opp Cornamucklagh House),['161']
5745,139531,Omeath (Corner House Shop),['161']
5746,139541,Omeath (Opp Church),['161']
5747,139551,Sloans Rd (Tains Village),['161']
5748,139561,Carlingford (Opp Tourist Office),['161']
5749,139571,Greenore (Opp Post Office),['161']
5750,139581,Whitestown (Cooley Inn Southbound),['161']
5751,139591,Whitestown (School),['161']
5752,139601,Whitestown Cross (Templeton Rd Sbound),['161']
5753,139611,Grange Cross Louth (Southbound),['161']
5754,139621,Maguires Cross (Southbound),['161']
5755,139631,Bush School (Dundalk),['161']
5756,139641,Riverstown Louth (Opp Martins),['161']
5757,139651,Mount Bagnel (Opp Post Office),['161']
5758,139661,Gyles Quay Cross (Southbound),['161']
5759,139671,Lordship (Opp GAA Grounds),['161']
5760,139681,Bellurgan (Service Station),['161']
5761,139691,Ballymacscanlan (Opp Hotel),['161']
5762,139701,Ballymac Roundabout (Opp Strandhill),['161']
5763,139711,Ravensdale (Opp Church of Mary),['161']
5764,139721,Dowdallshill (Opp GAA Grounds),"['161', '160']"
5765,139731,Dowdallshill (Cemetary),"['160', '161']"
5766,139741,Dundalk (Newry Rd (Opp Arthurs Shop),"['161', '160']"
5767,139751,Dundalk (Newry Rd (Opp Spar),"['160', '161']"
5768,139761,Bridge St Southbound (Killeen Bridge),['160']
5769,139771,Bridge St Northbound (Killeen Bridge),['160']
5770,139781,Meigh Cross (Opp Service Station),['160']
5771,139791,Meigh Cross (Service Station),['160']
5772,139801,Carrickarnon (Opp Carrickdale Hotel),['160']
5773,139811,Ravensdale North (Old Post Office),['160']
5774,139821,Ravensdale South (Crillys Shop),"['160', '161']"
5775,139831,Ravensdale South (Opp Crillys Shop),"['161', '160']"
5776,139841,Ballymac Roundabout (New Inns Nbound),"['160', '161']"
5777,139851,Ballymac Roundabout (New Inns Sbound),"['161', '160']"
5778,139861,Dunleer (Wogans Hardware),['100']
5779,139871,Ravensdale (Church of Mary),['161']
5780,139881,Faughart Lower (National School),['161']
5781,139891,Faughart Upper (St Brigids Shrine),['161']
5782,139901,Faughart Upper (Mountpleasant),['161']
5783,139911,Dundalk (Rail Station),['166']
5784,139921,Dundalk (Rail Station) (Kennedys Pub),['166']
5785,140021,Finner (Opp Finner Camp),"['64', '480']"
5786,140051,Tullaghan (Country Kitchens),"['480', '64']"
5787,140061,Cliffoney (Opp Community Centre),"['64', '480']"
5788,140071,Grange (Opp Langs (Main Street),"['480', '64']"
5789,140081,Tullaghan Cross (Opp Fuel Station),"['64', '480']"
5790,140091,Finner (Finner Camp),"['480', '64']"
5791,140101,Drumkeen (Southbound),"['491', '487']"
5792,140111,Kinlough (McGowans Spar),"['495', '483']"
5793,140121,Killygordon (National School),['494']
5794,140131,Ballintrillick (Opp Creamery),['483']
5795,140141,Lurganboy (Sruth Ard),['495']
5796,140231,Mountcharles (Village Tavern),"['490', '30']"
5797,140241,Mountcharles (Mulherns),['490']
5798,140251,Frosses (Opp Cemetery),['490']
5799,140261,Ardaghey Crossroads (Westbound),"['490', '492', '30']"
5800,140291,Dunkineely (Opp Methodist Church),"['30', '490']"
5801,140301,Dunkineely (O Neill Electronics),['490']
5802,140321,Killybegs (Opp Ulster Bank Main St),"['490', '492', '30']"
5803,140371,Kilcar (Golden Grill),"['30', '490']"
5804,140381,Kilcar (John Joes Pub),['490']
5805,140401,The Rock (Derrylagan Youth Hostel),['490']
5806,140411,Carrick (Hegartys),['490']
5807,140441,Glencolumbcille (School),['490']
5808,140451,The Rock (Opp Derrylagan Youth Hostel),"['490', '30']"
5809,140461,Carrick (Central Bar),"['30', '490']"
5810,140471,Glencolumbcille (Opp School),"['490', '30']"
5811,140551,Convoy Cross (Westbound),['480']
5812,140621,Ardara (Opp Heritage Centre),"['492', '30']"
5813,140641,Kilrane (Main Road opposite Pub),"['385', '40', '370']"
5814,140651,Glenties (Paper Shop),"['492', '30']"
5815,140801,Glenade (Opp Church),['495']
5816,140811,Ballyshannon (Bus Station),"['495', '480', '483', '64', 'X30', '30']"
5817,140821,Largydonnell (Opp Post Office),['495']
5818,140831,Glenade (Church),['495']
5819,140841,Gortinar (Opp Grotto),['495']
5820,140851,Lurganboy (Opp Sruth Ard),['495']
5821,140861,Gortinar (Grotto),['495']
5822,140871,Derrylin (Opposite Market Square),['30']
5823,140891,Cliffoney (Community Centre),"['480', '64']"
5824,140901,Bellanaleck (Northbound stop),['30']
5825,141041,Drumkeen (Northbound),"['491', '480', '487']"
5826,141081,Convoy (Jctn Oak Park),"['487', '480']"
5827,141101,Raphoe (McGranaghan's William St),"['480', '487']"
5828,141111,Ardaghey Crossroads (Eastbound),"['490', '492']"
5829,141121,Raphoe (Coyles William St),"['487', '480']"
5830,141131,Convoy (Jctn Ashfield Terrace),"['480', '487']"
5831,141281,Killybegs (Tara Hotel Shore Rd) ),"['490', '492', '30']"
5832,141291,St. Johnston (Post Office),"['489', '480']"
5833,141301,Ballybofey (McElhineys),"['480', '487', '491', '494', '64']"
5834,141311,Carrigans (Post Office),"['489', '480']"
5835,141321,Dromiskin Cross (Southbound),['168']
5836,141331,Castlefin (McGranahans The Diamond),['494']
5837,141341,St. Johnston (Opp Post Office),"['480', '489']"
5838,141351,Carrigans (Carrig Inn),"['489', '480']"
5839,141361,Castlefin (Monument The Diamond),['494']
5840,141381,Killygordon (Opp National School),['494']
5841,141391,Glenties (Market Hall),['492']
5842,141541,Belleek (Bus Shelter),['30']
5843,141551,Bellanaleck (Southbound stop),['30']
5844,141561,Derrylin (Market Square),['30']
5845,141571,Belturbet (Pharmacy),['30']
5846,141581,Butlersbridge (Southbound stop),['30']
5847,141591,Longford (Dublin Road - St Josephs),"['23', '22']"
5848,141631,Charlestown (Market Square - Garveys),"['22', '64', '451', '456', '442', '440']"
5849,141641,Charlestown (Market Square - Murrays),"['440', '442', '456', '451', '64', '22']"
5850,141651,Foxford (Browns Monument),"['22', '52', '451', '421']"
5851,141661,Foxford (Opp Browns Monument),"['421', '451', '52', '22']"
5852,141671,Longford (Dublin Road - Topaz),"['22', '23']"
5853,141681,Ballaghaderreen (BMW Office),"['22', '460', '451', '429']"
5854,141691,Frenchpark (Opp Post Office),"['451', '22']"
5855,141711,Ballinagare (N5 Eastbound stop),"['22', '451']"
5856,141721,Tulsk (Opp Conway's),['22']
5857,141731,Strokestown (Bridge St - Arcadia),"['22', '451', '468']"
5858,141741,Tarmonbarry (eastbound stop),"['451', '22']"
5859,141751,Swinford (Cards and Gifts Shop),"['22', '451', '456', '421', '52']"
5860,141761,Swinford (OConnors Hotel),"['52', '421', '456', '451', '440', '22']"
5861,141771,Killybegs (Catering College),['490']
5862,142621,Ardara (Heritage Centre),['492']
5863,142631,Lettermacaward (Church),['492']
5864,142641,Dublin (Townsend Street),"['120', '133', '103']"
5865,142671,Dublin (Constitution Hill (Stop 190),"['103', '109X']"
5866,142691,Dublin (Lwr Dorset St DB Stop 15),"['109X', '103', '111X', 'NX']"
5867,142721,Phibsborough Rd (DNG),"['103', '109X']"
5868,145681,Belturbet (Post Office),['30']
5869,145691,Ballinahinch (Opp An Bonnan Bui),['323']
5870,145701,Ballinahinch (An Bonnan Bui),['323']
5871,145711,Ford Cross (Eastbound),['323']
5872,145721,Ford Cross (Westbound),['323']
5873,145731,Silvermines (Crossroads Southbound),['323']
5874,150351,Tower Cross (eastbound stop),"['D1', 'D2', '190']"
5875,150611,Newry (College of Further Education),['160']
5876,150641,Tyrrellspass (Main Street Centra),"['20', '70']"
5877,150651,Kilbeggan (Distillery Inn The Square),"['70', '20', '121']"
5878,150661,Horseleap (Paddy Ryans Pub),"['20', '70']"
5879,150671,Moate (Brownes Pub),"['70', '73', '20']"
5880,150681,Ballydangan (Naughtons Garage),"['20', '70']"
5881,150691,Creagh (Dubarry),"['70', '20']"
5882,150701,Ballinasloe (Pauls Pub Dunlo St),"['20', '70', 'X20']"
5883,150711,Portiuncula Hospital (Brackernagh Rd),"['X20', '70', '20']"
5884,150721,Aughrim (Galway) (Emo Station),"['20', '70', 'X20']"
5885,150731,Kilrickle (Cemetery),"['X20', '70', '20']"
5886,150741,Loughrea (Supermacs),"['20', '70', 'X20']"
5887,150751,Craughwell (Church),"['X20', '70', '20']"
5888,150761,Derrydonnell Cross (Eastbound),"['20', '70', 'X20']"
5889,150891,Bohola (Eastbound),"['440', '456']"
5890,150901,Ballyvary (Balla Cross Eastbound),"['456', '440', '52']"
5891,150911,Kiltoom,"['461', '440']"
5892,150921,Knockcroghery,"['440', '461']"
5893,150931,Ballymurray,"['461', '440']"
5894,150941,Roscommon Hospital,"['440', '457']"
5895,150961,Ballymoe,"['457', '440']"
5896,150971,Ballinlough (Whitehouse Hotel),"['440', '429']"
5897,150981,Ballyhaunis (SuperMacs Main St),"['440', '64']"
5898,150991,Foxford (Post Office),"['52', '456']"
5899,151011,Westport (Mill St Eastbound Stop),"['456', '450', '442', '440', '421', '52', '454']"
5900,151021,Castlebar (Garvey Way Opp Elverys),"['454', '52', '440', '420', '422', '442', '456']"
5901,151031,Breaffy Church (St Aloysius Church),"['442', '440', '52']"
5902,151041,Balla (Opp Community Centre),"['52', '440', '442']"
5903,151051,Claremorris (Dalton St Hair Salon),"['440', '421', '52', '64']"
5904,152011,Ballincor (Opp Barrindarrig Station),"['133', '2']"
5905,152021,Beehive (Opp Beehive Pub),"['2', '133']"
5906,152031,Lwr Glanmire Rd (Railway Bridge),"['221', '261']"
5907,152041,Ballincor (Barrindarrig Station),"['133', '2']"
5908,152061,Beehive (Beehive Pub),"['2', '133']"
5909,152081,Ballymahon,"['65', '73', '466']"
5910,152091,Belleek (Topaz Garage),['30']
5911,152101,Birr (Emmett Square),"['72', '323']"
5912,152111,Jack Whites Cross (Opp Pub),"['133', '2']"
5913,152131,Smithborough (Circle K),"['175A', '65']"
5914,152151,Ballymahon (The Country Shop),"['65', '73', '466']"
5915,152161,Swanlinbar (Garda Station),['464']
5916,152171,Tyrrellspass (Main St Opp Centra),"['70', '20']"
5917,152181,Birr (Post Office Emmett Square),"['72', '323']"
5918,152201,Newtownforbes (The Castle Inn),"['469', '23']"
5919,152231,Ballyconnell (Supervalu Bridge St),['465']
5920,152271,Lifford (Lifford Hospital),"['489', '487', '494', 'X32', '32']"
5921,152281,Jack Whites Cross (Pub),"['2', '133']"
5922,152311,Ardee (Finlays),"['182A', '182', '167']"
5923,152321,Horseleap (Opp Paddy Ryans Pub),"['20', '70']"
5924,152341,Collon (Donegans Pub),"['182', '182A']"
5925,152371,Slane (Conyngham Arms Hotel),['190']
5926,152381,Elphin (Newline Rd Hair Salon),"['468', '451']"
5927,152391,Elphin (Newline Rd Opp Salon),"['451', '468']"
5928,152401,Kilmeague (Opp Moores Post Office),['123']
5929,152411,Robertstown (Post Office),['123']
5930,152421,Ashbourne (AIB),"['109A', '103', '103X', '105', '107', '105X', '189']"
5931,152431,Ardee (By Pass Northbound),"['182A', '182', '32']"
5932,152441,Ardee (Fair Green),"['182', '182A', '167']"
5933,152461,Ardee (By Pass Eastbound),"['182A', '182', '32']"
5934,152471,Emyvale (Opp Scarna Inn),['32']
5935,152481,Sion Mills (Opp Post Office),['32']
5936,152491,Lifford (Opp Lifford Hospital),"['32', '487', '489', '494', 'X32']"
5937,153941,Castleblayney (Old Coach Inn),"['32', '182', '162']"
5938,153991,Tullow (Flynns Garage),['132']
5939,154001,Tullow (Flynns Garage),['132']
5940,155301,Castletown Village (Opp Church),['107']
5941,155311,Portlaoise (Hospital),"['124', 'X12']"
5942,155321,Portlaoise (Laois Shopping Centre N80),"['X12', '73', '124']"
5943,155341,Cahir (Castle St Tourist Office),"['245', '55', 'X8', '355']"
5944,155351,Mitchelstown (AIB Bank - Main St),"['328', 'X8', '245']"
5945,155361,Fermoy (Bella Cafe McCurtain St),"['245', 'X8']"
5946,155371,Fermoy ( McCurtain St Jct Abbey St),"['X8', '245']"
5947,155381,Mitchelstown (The Square),"['245', 'X8']"
5948,155391,Cahir (Castle St - The Gatehouse),"['X8', '55', '355', '245']"
5949,155401,Cashel (Main Street Jct. Friar St),['X8']
5950,155411,Portlaoise (Meehan Court N80),"['73', 'X12', '124']"
5951,155431,Moate (Opp Brownes Pub),"['20', '73', '70']"
5952,155441,Kilbeggan (Square Opp Distillery Inn),"['70', '20', '121', '120']"
5953,155451,Portlaoise (Opposite Hospital),"['124', 'X12']"
5954,155461,Annacotty Bridge (Southbound),"['X12', '72', '341', '332', '323']"
5955,155471,Annacotty Bridge (Mulcair Drive),"['323', '332', '341', '72', 'X12']"
5956,155481,Nenagh (Banba Square - Castle Cafe),"['X12', '72', '322', '324', '323']"
5957,155491,Dalys Cross (Opp Maxol),['72']
5958,155501,Birdhill (northbound stop),"['72', '323']"
5959,155531,Roscrea (Damer Court Hotel),['X12']
5960,155821,Donegal (Abbey Hotel),"['64', '492', '490', '480', 'X30', '30']"
5961,155831,Stranorlar (Pound Street),['491']
5962,155841,Letterkenny (Bus Station),"['491', '64', '480', '487', '489', 'X32', '32']"
5963,155851,Stranorlar (Meeting House Street),['491']
5964,155911,Clones (Jubilee Road),"['65', '175A']"
5965,155921,Monaghan (Bus Station),"['175A', '182', '175', '162', '65', 'X32', '32']"
5966,155931,Castleblayney (Opp Old Coach Inn),"['32', '162', '182']"
5967,155941,Carrickmacross (AIB Bank),"['182', '166']"
5968,155961,Letterkenny (Port Rd LYIT),"['32', 'X32', '64', '480']"
5969,155971,Tuam (Galway Rd Opp Topaz Garage),['64']
5970,155981,St Macartans School (Monaghan),['175']
5971,155991,Beech Hill College (Monaghan),['175']
5972,156001,Monaghan (Opp St Louis Convent School),['175']
5973,156011,Aughnacloy (Toals Bookmaker),['32']
5974,156021,Emyvale (Scarna Inn),['32']
5975,156031,Ballygawley (Park and Ride Stop),['32']
5976,156051,Newry (Bus Station),"['X1', 'X5', '160', '161']"
5977,156091,Belfast (Europa Bus Centre),"['X2A', 'X1']"
5978,156591,Aughnacloy (Dew Drop Inn),['32']
5979,157111,Newtownstewart (Bypass Opp Spratt),['32']
5980,158031,Omagh (Ulsterbus Depot),"['32', 'X32']"
5981,158101,Newtownstewart (Bypass Spratt),['32']
5982,158121,Strabane (Bradley Way),"['32', 'X32']"
5983,158131,Derry (Ulsterbus Depot Foyle St ),"['64', '480']"
5984,158141,Sion Mills (Recreation Club),['32']
5985,158151,Newtowncunningham (Cemetery),"['480', '64']"
5986,158161,Sprucefield (Shopping Centre),"['X1', 'X2A']"
5987,158171,Ballinahown (Opposite Church),['72']
5988,158181,Strabane (Canal St.),"['494', '489', '487']"
5989,158191,Newtowncunningham (Opp Cemetery),"['480', '64']"
5990,158201,Manorcunningham (N13 Southbound),['64']
5991,158211,Manorcunningham (N13 Northbound),"['64', '480']"
5992,158221,Letterkenny (Port Rd Opp LYIT),"['64', 'X32', '32']"
5993,158231,Killea (Opp Border Stores),"['64', '480']"
5994,158241,Derry (Magee Campus Strand Road),['64']
5995,160001,Knock (Main St Opp Colemans),"['64', '52', '442', '440', '421']"
5996,160011,Knock Caravan and Camping Park,"['440', '52']"
5997,160021,Knock (Opp Caravan Camping Park),"['52', '440']"
5998,178231,Castlebaldwin (Morrisons Grocery),['23']
5999,178921,Tulsk (Conways),['22']
6000,179241,Drumfin (Morrison Memorial),"['23', '471']"
6001,200071,Rearour (Westbound),['239']
6002,201191,Douglas Village West (National School),"['207', '206']"
6003,201941,"Nenagh (Rail Station), Kenyon St.","['323', '324', '322']"
6004,210031,Ballinlough Road (Our Lady Church),['215']
6005,210141,Ballinacurra (Opp Hydes Park),['261']
6006,210201,Cork Institute of Technology,"['260', '245', '241', '226', '205', '223', '220X', '219', '220', '201']"
6007,210211,Curraheen Village,['208']
6008,210231,C I T (Campus),"['205', '220X', '223']"
6009,210321,Ballinlough (Opp The Whitehouse Hotel),"['440', '429']"
6010,210341,Curraheen Road (Halldene Estate),['208']
6011,210361,Black Ash Park,['213']
6012,210401,Blossomgrove (Northbound),['221']
6013,210431,Blackrock Village,['202']
6014,210581,Brooklodge Grove (Opp Ashington),['221']
6015,210591,Pearse Road (Ballyphehane),"['219', '209A', '203']"
6016,210891,Carrigtwohill (Barber Shop),"['241', '240', '260', '261']"
6017,211141,Cloghroe (Opp Seanans Church),"['235', '233']"
6018,211571,Castlemartyr (Post Office),"['260', '40']"
6019,211721,Knockpogue Ave (Faranree Church),"['203', '201']"
6020,211731,Farmers Cross (Roundabout),"['226A', '226']"
6021,211881,Forge Cross (Southbound Old Forge Hse),"['220', '220X']"
6022,212021,Glanmire (Opp Monkey Maze),"['221', '261', '245']"
6023,212031,Glanmire (O Cearnaigh Public House ),"['245', '261', '221']"
6024,212041,Hazelwood (Community School),['221']
6025,212051,Glanmire (Opp Stone Arch),"['221', '245']"
6026,212061,Glasheen Road (Opp Service Station),['216']
6027,212101,Glenthorn (Glenheights Square),['207']
6028,212231,Bull McCabe's Pub (Airport Road Cork),"['226', '226A']"
6029,212291,Hazelwood (Football Pitch),['462']
6030,212611,Kileens (Opposite Overpass),['215']
6031,212631,Kent Rail Station (Horgans Quay),"['205', '226A', '226', '237']"
6032,213141,Lwr Glanmire Rd (Chesire Home Lotaville),"['240', '241', '245', '261', '260', '221']"
6033,213151,Lotamore Drive (Southbound),['209']
6034,213201,Mahon Point Rd (Johnson & Perrott),"['215', '215A']"
6035,213231,Merchants Quay (Dunnes Stores B),"['209', '209A', '203', '207A']"
6036,213241,Montenotte (St Christophers Dr North),['209']
6037,213251,New Commons Road (Dinos),['243']
6038,213261,New Commons Road (Opposite Dulux),['243']
6039,213271,New Commons Road (Onslow Gardens Jctn),"['243', '215']"
6040,213281,North Point (Opp Business Park),['215']
6041,213291,Sunset Place (Ring House),['215']
6042,213301,Blarney (Filling Station),['215']
6043,213311,Blarney Village (Woolen Mills),['215']
6044,213321,Blarney (St Anne's Road),['215']
6045,213331,St. Annes Road (Pauls Cross),['215']
6046,213341,St. Annes Hill (Willison Park),['215']
6047,213351,St. Annes Hill (Riverview Estate),"['215', '235']"
6048,213361,St. Annes Hill (Matanatha B&B),"['235', '215']"
6049,213371,St. Annes Hill (Primrose Hill),"['215', '235']"
6050,213391,Tower Village (Service Station),"['235', '215']"
6051,213401,Tower Village (Tower Hall),"['215', '235']"
6052,213411,Cloghroe (Fairways Terminus),"['235', '215']"
6053,213421,Cloghroe (Coolflugh Terminus),"['215', '235']"
6054,213431,Tower (Model Village),"['235', '215']"
6055,213441,Tower Village (Shournagh Valley),"['215', '235']"
6056,213451,St. Annes Hill (Opp Primrose Hill),"['235', '215']"
6057,213461,St. Annes Hill (Opp Riverview),"['215', '235']"
6058,213471,St. Annes Rd (Opp Willison Park),['215']
6059,213481,St. Annes Rd (Opp Glenmaroon Hse),['215']
6060,213491,St. Annes Rd (Blarney School),['215']
6061,213501,Blarney Village (Church),['215']
6062,213511,Blarney (Station Cross),['215']
6063,213521,Kileens Village,['215']
6064,213531,Sunset Place (Hillside),['215']
6065,213541,North Point (Underpass),['215']
6066,213551,New Commons Road (North),['215']
6067,213561,New Commons Road (Commons Hotel),"['215', '243']"
6068,213571,New Commons Road (Dulux),['243']
6069,213581,New Commons Road (Retail Park),['243']
6070,213631,Rochestown Rd (Opp Maryborough Estate),['223']
6071,213641,Rochestown Road (Wandesford),['223']
6072,213691,North Ring Road (Lagan Grove),['201']
6073,213701,North Ring Rd (Glencree Crescent),['201']
6074,213721,Bakers Rd (St Marys Hospital),['202']
6075,213731,North Ring Rd (Corrib Lawn),['201']
6076,213741,North Ring Rd (Boyne Crescent),['201']
6077,213761,North Ring Rd (Opp Riverview Estate),['201']
6078,213771,Mount Agnes Road (Bantry Park),['201']
6079,213781,Harbour View Road (Bakers Rd Junction),"['201', '202']"
6080,213801,Model Farm Rd (Dennehys Cross Church),"['201', '223', '220X', '220', '205', '245', '260', '233', '226', '241']"
6081,213861,Ringmahon Road (Holy Cross School),['202']
6082,213871,Harbour View Road (Opp Carbery Grove),"['202', '201']"
6083,213911,Douglas Road (St Finbarrs Hospital),"['223X', '207', '215', '220', '216', '223']"
6084,213951,Shanbally (Grotto Eastbound),"['223', '225']"
6085,213971,Blarney Street (Grotto),['201']
6086,213981,Sundays Well Rd (Fitz Park Steps),['201']
6087,214001,Sundays Well Rd (Wellington Bridge),['201']
6088,214021,Shanakiel Road (Reservoir),['201']
6089,214031,Sundays Well Rd (Opp Fitz Park Lane),['201']
6090,214041,Mount Agnes Road (Lidl),"['201', '215']"
6091,214091,Bros Del Rd (Opp Blackpool Shop Ctr),"['209', '203', '248', '201']"
6092,214101,North Ring Rd (Opp Boyne Crescent),['201']
6093,214111,North Ring Rd (Opposite Corrib Lawn),['201']
6094,214121,North Ring Rd (Opp Gweedore Crescent),['201']
6095,214131,North Ring Rd (Opposite Lagan Grove),['201']
6096,214481,Well Road (Templenoe House),['219']
