,StopID,Name,Routes
3154,3827,Rush Road,"['33', '33X']"
3155,3828,Skerries Road,"['33X', '33']"
3156,3829,Skerries Road,"['33', '33X']"
3157,3831,Skerries Road,"['33X', '33']"
3158,3832,Skerries Road,"['33', '33X']"
3159,3833,Skerries Road,"['33X', '33']"
3160,3834,Skerries Road,"['33', '33X']"
3161,3835,Skerries Road,"['33X', '33']"
3162,3836,Skerries Road,"['33', '33X']"
3163,3837,Rush,"['33X', '33']"
3164,3838,Rush,"['33', '33X']"
3165,3840,Rush,"['33X', '33']"
3166,3842,Whitestown Rd,"['33', '33X']"
3167,3843,Whitestown Rd,"['33X', '33']"
3168,3844,Whitestown Rd,"['33', '33X']"
3169,3845,Whitestown Rd,"['33X', '33']"
3170,3846,Whitestown Rd,"['33', '33X']"
3171,3848,Lusk Road,"['33X', '33']"
3172,3849,Lusk Road,"['33', '33X']"
3173,3850,Station Lane,"['33X', '33']"
3174,3851,Station Road,"['33', '33X']"
3175,3852,Station Road,"['33X', '33']"
3176,3853,Station Road,"['33', '33X']"
3177,3854,Station Road,"['33X', '33']"
3178,3855,Station Road,"['33', '33X']"
3179,3856,Dublin Rd,"['33X', '33']"
3180,3857,Dublin Rd,"['33', '33X']"
3181,3858,Lusk Road,"['33X', '33']"
3182,3859,Lusk Road,"['33', '33X']"
3183,3860,Lusk Road,"['33X', '33']"
3184,3861,Lusk Road,"['33', '33X']"
3185,3862,Lusk Road,"['33X', '33']"
3186,3863,R132,"['33', '33X']"
3187,3864,Rathbeale Road,"['41X', '41B', '41']"
3188,3865,Rathbeale Road,"['41', '41B', '41X']"
3189,3867,Rathbeale Cottages,['41B']
3190,3874,Rolestown,['41B']
3191,3881,Rathbeale Cottages,['41B']
3192,3884,Rathbeale Road,"['41B', '41X', '41']"
3193,3885,Swords Road,"['41', '41B', '41C', '41D', '33']"
3194,3886,Leixlip Rd,"['25X', '25', '66', '66B', '66A', '67', '66E']"
3195,3887,Leixlip Rd,"['66E', '67', '66A', '66B', '66', '25']"
3196,3888,Celbridge Rd,"['25', '25X', '66', '66B', '66A', '67', '66E']"
3197,3890,Dodsboro Rd,"['25X', '25']"
3198,3891,Dodsboro Rd,"['25', '25X']"
3199,3892,Celbridge Rd,"['67', '67X']"
3200,3893,Celbridge Rd,"['67X', '67']"
3201,3895,Celbridge Rd,"['67', '67X']"
3202,3896,Celbridge Rd,"['67X', '67']"
3203,3897,Celbridge Rd,"['67', '67X']"
3204,3898,Celbridge Rd,"['67X', '67']"
3205,3899,Dublin Rd,"['67', '67X']"
3206,3900,Dublin Rd,"['67X', '67']"
3207,3901,Dublin Rd,"['67', '67X']"
3208,3902,Dublin Rd,"['67X', '67']"
3209,3904,Dublin Rd,"['67', '67X']"
3210,3905,Dublin Rd,"['67X', '67']"
3211,3906,Celbridge Main St,"['67', '67X']"
3212,3907,Celbridge Main St,"['67X', '67']"
3213,3908,Big Lane,['67']
3214,3909,Maynooth Road,"['67', '67X']"
3215,3910,Maynooth Road,"['67X', '67']"
3216,3911,Maynooth Road,"['67', '67X']"
3217,3912,Maynooth Road,"['67X', '67']"
3218,3913,Maynooth Road,"['67', '67X']"
3219,3914,Celbridge Rd,"['67X', '67']"
3220,3917,Straffan Rd,['67']
3221,3918,Straffan Rd,"['67', '66E', '66X', '66']"
3222,3919,Celbridge Rd,['67']
3223,3920,Maynooth Road,['67']
3224,3921,Maynooth Road,"['67', '67X']"
3225,3922,Maynooth Road,"['67X', '67']"
3226,3923,Maynooth Road,"['67', '67X']"
3227,3924,Maynooth Road,"['67X', '67']"
3228,3925,Celbridge Rd,"['67', '67X']"
3229,3926,Celbridge Rd,['67']
3230,3927,Big Lane,"['67', '67X']"
3231,3928,Celbridge Main St,"['67X', '67']"
3232,3929,Celbridge Main St,"['67', '67X']"
3233,3935,Dublin Rd,"['67X', '67']"
3234,3936,Dublin Rd,"['67', '67X']"
3235,3938,Dublin Rd,"['67X', '67']"
3236,3939,Celbridge Rd,"['67', '67X']"
3237,3940,Celbridge Rd,"['67X', '67']"
3238,3941,Celbridge Rd,"['67', '67X']"
3239,3943,Celbridge Rd,"['67X', '67']"
3240,3944,Celbridge Rd,"['67', '67X']"
3241,3945,Celbridge Rd,"['67X', '67']"
3242,3946,Celbridge Rd,"['67', '67X']"
3243,3947,Leixlip Rd,"['67X', '67']"
3244,3949,Leixlip Rd,"['67', '66E', '66', '66A', '66B', '25X', '25']"
3245,3950,Leixlip Rd,"['25', '25X', '66B', '66A', '66', '66E', '67']"
3246,3952,Crumlin Road,"['77A', '56A', '27', '151']"
3247,3954,Leixlip Rd,"['66E', '66X', '66', '66A', '66B']"
3248,3955,Leixlip Rd,"['66B', '66A', '66', '66X', '66E']"
3249,3956,Leixlip Rd,"['66E', '66X', '66', '66A', '66B']"
3250,3957,Leixlip,"['66B', '66A', '66', '66X', '66E']"
3251,3958,Leixlip,"['66E', '66X', '66', '66B']"
3252,3959,Station Road,"['66B', '66', '66X', '66E']"
3253,3960,Station Road,"['66E', '66X', '66']"
3254,3961,Station Road,['66']
3255,3962,Station Road,['66']
3256,3963,Station Road,['66']
3257,3964,Maynooth Road,"['66', '66X', '66E']"
3258,3965,Maynooth Road,"['66E', '66X', '66']"
3259,3966,Maynooth Road,"['66', '66X', '66E']"
3260,3968,Maynooth Road,"['66E', '66X', '66']"
3261,3980,Straffan Rd,"['66', '66X', '66E']"
3262,3981,Maynooth,"['66E', '66X', '66']"
3263,3982,Maynooth Road,"['66', '66X', '66E']"
3264,3983,Maynooth Road,"['66E', '66X', '66']"
3265,3985,Maynooth Road,"['66', '66X', '66E']"
3266,3986,Maynooth Road,"['66E', '66X', '66']"
3267,3987,Station Road,"['66', '66X']"
3268,3989,Station Road,"['66X', '66']"
3269,3990,Station Road,"['66', '66X']"
3270,3991,Station Road,"['66X', '66E', '66', '66B']"
3271,3993,Captain's Hill,"['66A', '66X']"
3272,3994,Captain's Hill,"['66X', '66A']"
3273,3995,Captain's Hill,"['66A', '66X']"
3274,3996,Captain's Hill,"['66X', '66A']"
3275,3997,Captain's Hill,['66A']
3276,3998,Leixlip,"['66A', '66B', '66', '66X', '66E']"
3277,3999,Leixlip Rd,"['66E', '66X', '66', '66B', '66A']"
3278,4000,Leixlip Rd,"['66B', '66', '66X', '66E', '66A']"
3279,4001,Leixlip Rd,"['66A', '66E', '66X', '67', '66', '66B', '67X', '25X']"
3280,4002,Celbridge Rd,"['66B', '66X']"
3281,4003,Celbridge Rd,"['66X', '66B']"
3282,4004,Blessington Rd,['65']
3283,4005,Blessington Rd,['65']
3284,4006,Blessington Rd,['65']
3285,4007,Blessington Rd,['65']
3286,4008,Blessington Rd,['65']
3287,4009,Blessington Rd,['65']
3288,4010,Blessington Rd,['65']
3289,4011,Blessington Rd,['65']
3290,4012,Blessington Rd,['65']
3291,4013,Blessington Rd,['65']
3292,4014,Blessington Rd,['65']
3293,4015,Blessington Rd,['65']
3294,4017,Blessington Rd,['65']
3295,4018,Blessington Rd,['65']
3296,4019,Blessington Rd,['65']
3297,4020,Blessington Rd,['65']
3298,4021,Blessington Rd,['65']
3299,4022,Blessington Rd,['65']
3300,4023,Blessington Rd,['65']
3301,4024,Blessington Rd,['65']
3302,4027,Blessington,['65']
3303,4051,Blessington Rd,['65']
3304,4052,Blessington Rd,['65']
3305,4054,Blessington Rd,['65']
3306,4055,Blessington Rd,['65']
3307,4056,Blessington Rd,['65']
3308,4057,Blessington Rd,['65']
3309,4058,Blessington Rd,['65']
3310,4059,Blessington Rd,['65']
3311,4060,Blessington Rd,['65']
3312,4061,Blessington Rd,['65']
3313,4062,Blessington Rd,['65']
3314,4063,Blessington Rd,['65']
3315,4064,Blessington Rd,['65']
3316,4065,Blessington Rd,['65']
3317,4066,Blessington Rd,['65']
3318,4067,Blessington Rd,['65']
3319,4068,Blessington Rd,['65']
3320,4069,Blessington Rd,['65']
3321,4070,Blessington Rd,['65']
3322,4071,Blessington Rd,['65']
3323,4072,Blessington Rd,['65']
3324,4073,Blessington Rd,['65']
3325,4086,Enniskerry Rd,['44']
3326,4087,Enniskerry Rd,['44']
3327,4088,Enniskerry Rd,['44']
3328,4089,Enniskerry Rd,['44']
3329,4090,Enniskerry Rd,['44']
3330,4091,Enniskerry Rd,['44']
3331,4093,Enniskerry Rd,['44']
3332,4094,Enniskerry Rd,['44']
3333,4095,Enniskerry Village,['185']
3334,4096,Enniskerry Village,['44']
3335,4097,Enniskerry Village,['185']
3336,4098,Blessington Rd,['65']
3337,4100,Blessington Rd,['65']
3338,4101,Blessington Rd,['65']
3339,4102,Blessington Rd,['65']
3340,4103,Kilgarron Park,['185']
3341,4104,Parknasillogue Ct,['185']
3342,4105,Hill View,['185']
3343,4106,Kilmolin,['185']
3344,4108,Enniskerry Golf Club,['185']
3345,4109,Bridge Road,['185']
3346,4110,Kilmolin,['185']
3347,4111,Hill View,['185']
3348,4112,Parknasillogue Ct,['185']
3349,4113,Kilgarron Park,['185']
3350,4114,Enniskerry Rd,['44']
3351,4115,Enniskerry Rd,['44']
3352,4116,Enniskerry Rd,['44']
3353,4117,Enniskerry Rd,['44']
3354,4118,Enniskerry Rd,['44']
3355,4119,Enniskerry Rd,['44']
3356,4120,Enniskerry Rd,['44']
3357,4121,Enniskerry Rd,['44']
3358,4122,Enniskerry Rd,['44']
3359,4123,Enniskerry Rd,['44']
3360,4124,Bray Road,"['84', '155', '145', '84A']"
3361,4125,Bray Road,"['84A', '145', '155', '84']"
3362,4126,Bray Road,"['84', '155', '145', '84A']"
3363,4127,Bray Road,"['84A', '145', '155', '84']"
3364,4128,Bray Road,"['84', '155', '145', '84A']"
3365,4129,Bray Road,"['84A', '145', '155', '84']"
3366,4130,Castle Street,"['84', '155', '145', '84A']"
3367,4131,Castle Street,"['84A', '145', '155', '84']"
3368,4132,Bray Main Street,"['84', '145']"
3369,4133,Blessington Rd,['65']
3370,4134,Vevay Road,['84']
3371,4135,Vevay Road,['84']
3372,4136,Vevay Road,['84']
3373,4137,Boghall Road,['45A']
3374,4138,Cherry Tree Drive,['45A']
3375,4139,Woodbrook Lawn,"['45A', '45B']"
3376,4140,Oldcourt Park,"['45B', '45A']"
3377,4142,Oldcourt,"['45A', '45B']"
3378,4143,Oldcourt Park,"['45B', '45A']"
3379,4144,Woodbrook Lawn,"['45A', '45B']"
3380,4145,Cherry Tree Drive,['45A']
3381,4146,Vevay Road,['45A']
3382,4147,Wolfe Tone Square,"['45A', '45B']"
3383,4148,Vevay Road,['84']
3384,4149,Vevay Road,['84']
3385,4150,Vevay Road,['84']
3386,4151,Main Street Bray,"['84', '145']"
3387,4153,Main Street Bray,"['84A', '145', '155', '84']"
3388,4154,Bray Castle St,"['84A', '84', '155', '145']"
3389,4156,Quinsborough Rd,"['84A', '155', '84']"
3390,4167,Bray Station,['185']
3391,4168,Bray,"['84A', '84', '155']"
3392,4169,Bray Station,"['45A', '45B']"
3393,4170,Florence Road,"['84A', '155', '84']"
3394,4171,Killarney Rd,['145']
3395,4172,Killarney Rd,['145']
3396,4173,Killarney Rd,['145']
3397,4175,Killarney Rd,['145']
3398,4176,O'Byrne Road,"['45B', '45A']"
3399,4177,Killarney Rd,['145']
3400,4178,Killarney Rd,['145']
3401,4179,Kilbride Lane,['145']
3402,4180,Killarney Rd,['145']
3403,4181,Killarney Rd,['145']
3404,4182,Killarney Rd,['145']
3405,4183,Upper Dargle Road,['185']
3406,4184,Sutton Road,['185']
3407,4185,Dargle Villas,['185']
3408,4186,Bray Commons,['185']
3409,4187,Silverbridge,['84X']
3410,4189,Kilbride Lane,['185']
3411,4190,Cookstown,['185']
3412,4192,Cookstown,['185']
3413,4194,Kilbride Lane,['185']
3414,4196,Upper Dargle Road,['185']
3415,4199,Sunnybank Court,['185']
3416,4201,Bray Road,"['84A', '145', '155', '84']"
3417,4202,Bray Road,"['84', '155', '145', '84A']"
3418,4203,Bray Road,"['84A', '145', '155', '84']"
3419,4204,Bray Road,"['84', '155', '145', '84A']"
3420,4205,Bray Road,"['84A', '145', '155', '84']"
3421,4206,Bray Road,"['84', '155', '145', '84A']"
3422,4207,Vevay Road,['84']
3423,4208,Vevay Road,['84']
3424,4209,Greystones Rd,['84']
3425,4210,Greystones Rd,"['84X', '84']"
3426,4211,Greystones Rd,"['84X', '84']"
3427,4212,Greystones Rd,['84']
3428,4213,Greystones Rd,['84']
3429,4214,Greystones Rd,['84']
3430,4215,Rathdown Road,"['84X', '84']"
3431,4216,Rathdown Road,"['84X', '84']"
3432,4217,Rathdown Road,['84']
3433,4218,Rathdown Road,['84']
3434,4219,Rathdown Road,['84']
3435,4220,Trafalgar Road,['84']
3436,4221,Trafalgar Road,['84']
3437,4222,Church Road,"['84', '84X']"
3438,4224,Church Road,"['84X', '84']"
3439,4225,Greystones,"['84X', '84']"
3440,4226,Greystones,['84']
3441,4227,Greystones,['84']
3442,4228,Mill Road,['84']
3443,4229,Mill Road,['84']
3444,4230,Mill Road,"['84X', '84']"
3445,4231,Kilcoole Rd,['84']
3446,4232,Delgany Wood,['184']
3447,4234,Health Centre,['184']
3448,4235,Delgany Golf Club,['184']
3449,4236,Drummin Gate Lodge,['184']
3450,4237,Killickabawn,['184']
3451,4238,Kilpedder Footbridge,['184']
3452,4239,Glenview Park,['184']
3453,4240,Glen Of The Downs,['184']
3454,4241,Delgany Golf Club,['184']
3455,4242,Health Centre,['184']
3456,4243,Chapel Road,['184']
3457,4244,Wendon Brook,['184']
3458,4246,Kilcoole Rd,['84']
3459,4248,Kilcoole Rd,"['84', '84X']"
3460,4249,Kilcoole Rd,['84']
3461,4250,Kilcoole Rd,['84']
3462,4251,Kilcoole Rd,['84']
3463,4252,Kilcoole Rd,"['84', '84X']"
3464,4253,Kilcoole,"['84X', '84']"
3465,4254,Kilcoole,['84']
3466,4256,Newcastle Rd,['84']
3467,4257,Newcastle Rd,['84']
3468,4258,Newcastle Rd,['84']
3469,4259,Newcastle Rd,['84']
3470,4260,Newcastle Rd,"['84', '84X']"
3471,4261,Newcastle Rd,['84']
3472,4262,Newcastle Rd,['84']
3473,4263,Newcastle Rd,['84']
3474,4264,Newcastle Rd,['84']
3475,4265,Newcastle Rd,['84']
3476,4266,Kilcoole,"['84', '84X']"
3477,4267,Kilcoole,['84']
3478,4268,Kilcoole,"['84', '84X']"
3479,4269,Kilcoole,['84']
3480,4270,Kilcoole Rd,['84']
3481,4271,Kilcoole Rd,['84']
3482,4273,Kilcoole Rd,"['84', '84X']"
3483,4274,Kilcoole Rd,['84']
3484,4275,Kilcoole Rd,['84']
3485,4276,Kilcoole Rd,['84']
3486,4277,Mill Road,"['84', '84X']"
3487,4278,Mill Road,['84']
3488,4279,Mill Road,['84']
3489,4280,Mill Road,['84']
3490,4281,Greystones,"['84X', '84']"
3491,4282,Greystones,"['84X', '84']"
3492,4283,Church Road,"['84X', '84']"
3493,4284,Church Road,"['84X', '84']"
3494,4285,Trafalgar Road,['84']
3495,4286,Rathdown Road,['84']
3496,4287,Rathdown Road,['84']
3497,4288,Rathdown Road,['84']
3498,4289,Church Lane,['184']
3499,4290,Greystones SC,['184']
3500,4291,Bellevue Road,['184']
3501,4292,Bellevue Road,['184']
3502,4293,Greystones SC,['184']
3503,4294,Church Lane,['184']
3504,4295,Redford Pk,"['84X', '84']"
3505,4296,Rathdown Road,"['84X', '84']"
3506,4297,Greystones Rd,['84']
3507,4299,Greystones Rd,['84']
3508,4300,Greystones Rd,['84']
3509,4301,Greystones Rd,"['84X', '84']"
3510,4302,Greystones Rd,"['84X', '84']"
3511,4303,Vevay Road,['84']
3512,4304,Vevay Road,['84']
3513,4305,Kilcoole,"['84X', '84']"
3514,4306,Sea Road,"['84', '84X']"
3515,4307,Sea Road,"['84X', '84']"
3516,4308,Sea Road,"['84', '84X']"
3517,4309,Kilcoole,['84']
3518,4313,Ballyogan Luas,"['63', '63A']"
3519,4314,Castleknock Rd,"['70D', '38']"
3520,4315,River Meade,['40B']
3521,4316,River Meade,['40B']
3522,4317,River Meade,['40B']
3523,4319,Heuston Station,['747']
3524,4320,Heuston Station,['145']
3525,4321,Blanchardstown,['40D']
3526,4322,Ashington Park,['122']
3527,4323,Blanchardstown Rd,['39X']
3528,4324,Littlepace Rd,['70']
3529,4325,Old Navan Rd,"['70', '70D']"
3530,4327,Esker Glebe,['239']
3531,4330,Malahide Road,"['41', '41D', '41B', '43']"
3532,4331,Estuary Road,"['42D', '42', '142', '32X']"
3533,4332,Nutgrove SC,"['161', '75', '75A']"
3534,4333,Broadford Road,['14']
3535,4334,Barton Road,['14']
3536,4336,Broadford Rd,"['14', '14C']"
3537,4337,Nutgrove SC,"['75', '75A', '161']"
3538,4339,Estuary Road,"['142', '32X', '42', '42D']"
3539,4340,Tallaght,['56A']
3540,4341,The Square,"['76', '76A']"
3541,4342,Tallaght,['49']
3542,4344,Tallaght,['56A']
3543,4347,Old Blessington Rd,"['77A', '49', '65', '54A', '27']"
3544,4348,Old Blessington Rd,"['27', '54A', '65', '49', '77A']"
3545,4349,Blackthorn Drive,['116']
3546,4350,Blackthorn Drive,['116']
3547,4353,Newtownpark Ave,['46E']
3548,4354,Newtownpark Ave,['46E']
3549,4355,Newtownpark Ave,['46E']
3550,4357,Hollyville Lawn,['18']
3551,4359,Hollyville Lawn,['18']
3552,4360,Robin Villas,['18']
3553,4361,Palmerstown Village,['18']
3554,4362,Blanchardstown Rd,"['39', '37']"
3555,4363,St. Helena's Road,['40']
3556,4364,Cappagh Road,"['40E', '40D']"
3557,4365,Poppintree Park,"['220', '220A']"
3558,4366,Clune Road,"['220A', '220']"
3559,4367,Jamestown Road,"['220', '220A']"
3560,4368,Poppintree Park,"['220A', '220']"
3561,4369,Jamestown Rd,"['83A', '9', '83']"
3562,4371,Carnlough Road,['122']
3563,4372,Ballygall Rd East,['83']
3564,4375,Jamestown Road,"['220A', '220']"
3565,4376,McKee Road,['9']
3566,4377,McKee Road,['9']
3567,4379,Naas Road,"['68', '69', '13']"
3568,4380,Talbot Street,"['53A', '53']"
3569,4381,Sutton Station,['102']
3570,4382,Malahide Road,"['43', '42', '14', '15', '27', '27A', '27B', '27X']"
3571,4383,Barryscourt Rd,"['27X', '27']"
3572,4384,North Strand Rd,"['27', '27B', '27A', '32', '31B', '31', '31A', '29A', '15', '14', '130', '42', '43', '53']"
3573,4385,Malahide Road,"['43', '42', '15', '27X', '27']"
3574,4386,Watermill Drive,['29A']
3575,4387,Malahide Village,"['32', '32X']"
3576,4388,Glin Road,"['27', '27X']"
3577,4389,Collins Ave,['31D']
3578,4390,Collins Ave,['31D']
3579,4392,Limekiln Ave,['9']
3580,4393,Ballyogan Avenue,"['63A', '63']"
3581,4395,Ballyogan Court,"['63', '63A']"
3582,4396,Ballyogan Road,"['63A', '63']"
3583,4397,Ballinteer Ave,"['14C', '14', '116']"
3584,4399,Galtymore Rd,['123']
3585,4400,Galtymore Rd,['123']
3586,4401,Lucan Road,"['25', '25A', '25B', '25X', '26', '25D', '51D', '66B', '66A', '66', '66X', '66E', '67', '67X']"
3587,4404,Celbridge Rd,"['66X', '66B']"
3588,4405,Castletown,"['66B', '66X']"
3589,4406,Naas Road,"['68', '69', '13']"
3590,4407,Victoria Quay,"['145', '25B', '25A', '25D', '25X', '79', '79A', '51D']"
3591,4408,Conyngham Road,"['69', '68', '66E', '67', '66B', '66', '66A', '26', '25']"
3592,4409,Orchard Road,"['13', '68', '69', '51D', '51X']"
3593,4410,Fonthill Rd,"['51D', '40']"
3594,4411,Fonthill Rd,"['40', '51D']"
3595,4413,St. John's Road,"['51D', '51X', '69X', '67X', '66X', '79A', '79', '25A', '25B', '25X', '25D']"
3596,4414,Convent Lawns,"['76', '76A']"
3597,4415,Amiens Street,"['27X', '27B', '27', '14C', '15', '14']"
3598,4416,Dublin Rd Bray,"['145', '155', '84', '84A']"
3599,4417,St Peter's Road,['185']
3600,4419,Raverty Villas,['185']
3601,4420,Maple Grove,['185']
3602,4421,Beech Road,['185']
3603,4422,Diamond Valley,['185']
3604,4432,Swords Road,"['44', '41', '41D', '41C', '41B', '16C', '16D', '16', '1', '33']"
3605,4433,Swords Bypass,['43']
3606,4434,Cork Street,"['77X', '77A', '56A', '27', '151']"
3607,4435,Tallaght Road,"['27', '77A', '65', '54A']"
3608,4436,Blessington Rd,"['54A', '65', '77A', '27']"
3609,4438,Kingswood Ave,['69']
3610,4440,Brookfield Rd,"['49', '27']"
3611,4441,Brookfield Rd,['27']
3612,4445,Blessington Rd,['65']
3613,4446,Greenhills Rd,['27']
3614,4451,Strand Road,"['1', '47']"
3615,4455,Ailesbury Road,['47']
3616,4456,Aungier Street,"['65', '65B', '68A', '68', '83', '122', '16', '16D', '83A', '9']"
3617,4457,Ravenscourt Park,['116']
3618,4458,Blackhorse Ave,['37']
3619,4460,Kilmacud Rd,"['116', '11', '47']"
3620,4462,Church Place,"['7A', '7D', '7']"
3621,4464,Blakestown Way,"['39', '39A']"
3622,4465,Strand Road,"['32', '32X', '42D']"
3623,4466,Glenwood Rd,['27A']
3624,4468,West Road,['53']
3625,4469,East Road,['53']
3626,4472,Watermill Drive,['29A']
3627,4473,Artane Castle SC,['104']
3628,4474,Artane Castle SC,['104']
3629,4475,Kilmacud Rd,['11']
3630,4477,Kilmacud Rd,"['116', '47']"
3631,4479,McKee Road,['9']
3632,4481,Faussagh Road,['120']
3633,4485,Faussagh Road,['120']
3634,4486,Ballinteer Rd,['14']
3635,4489,Blakestown Way,"['39A', '39']"
3636,4492,Hartstown Rd,"['39', '39A']"
3637,4493,Blanchardstown Rd,"['39', '37']"
3638,4494,Hawkins Street,"['27X', '27', '151', '15', '150']"
3639,4495,Hawkins Street,"['150', '15', '151', '142', '120', '27', '27X', '25X', '32X', '33X', '51X', '51D', '41X', '39X', '69', '69X', '68', '68A', '67X', '66X', '757', '84X']"
3640,4498,Nephin Road,"['70D', '122']"
3641,4499,Dowth Ave,['120']
3642,4500,Faussagh Road,['120']
3643,4501,Faussagh Road,['120']
3644,4502,Dowth Ave,['120']
3645,4503,Hazel Grove,['102']
3646,4504,Royal Canal Ave,['120']
3647,4508,Cathal Brugha St.,"['123', '747']"
3648,4509,Summerhill,"['53A', '123']"
3649,4513,Parnell Street,"['123', '53']"
3650,4514,St. James's Hospital,['123']
3651,4515,St. James's Hospital,['123']
3652,4516,St. James's Hospital,['123']
3653,4518,Fairview Strand,['123']
3654,4520,Carpenterstown Pk,['37']
3655,4521,College Green,"['13', '65B', '65', '49', '40', '747']"
3656,4522,College Green,"['77A', '56A', '151', '27']"
3657,4523,Kinvara Avenue,['122']
3658,4524,Ashington Avenue,['122']
3659,4525,Ashington Park,['122']
3660,4526,Ashington Avenue,['122']
3661,4527,Rathmines,['18']
3662,4528,Rathmines Road,"['83A', '142', '14', '140', '15', '14C', '15A', '15D', '15B', '83', '65', '65B']"
3663,4530,Kildare Street,"['25B', '25A', '25', '25D']"
3664,4532,Hazelwood Cres,['69']
3665,4533,Kilmacanogue,['145']
3666,4534,Park View Lawns,['69']
3667,4535,St. John's Lawn,['69']
3668,4536,Hazelwood Cres,['69']
3669,4537,Hazelwood Est,['69X']
3670,4538,Royal Canal Ave,['120']
3671,4539,Cardiffsbridge Rd,['40']
3672,4542,Finglas Rd,"['40', '40D', '40B', '140']"
3673,4543,Finglas Rd,['140']
3674,4545,Grange Castle,"['13', '151']"
3675,4546,Plunkett Avenue,"['40B', '40']"
3676,4548,Finglas Place,"['40B', '40D']"
3677,4549,Woodford Hill,['13']
3678,4550,Watery Lane,"['13', '51D']"
3679,4551,Woodford Wk,"['51D', '13']"
3680,4552,Grange Castle,"['13', '151']"
3681,4554,Grange Castle,"['151', '13']"
3682,4555,Grange Castle,"['13', '151']"
3683,4557,Rathcoole,['69']
3684,4558,Peamount Rd,"['68X', '68']"
3685,4559,Peamount Rd,['68']
3686,4560,Johnstown Rd,"['69X', '69']"
3687,4561,Foxborough Rd,"['25A', '25B']"
3688,4562,Foxborough Rd,"['25B', '25A']"
3689,4563,Malahide Road,"['15', '27', '27X', '43', '42']"
3690,4564,Rathlawns,"['69', '69X']"
3691,4565,Kill Avenue,"['7D', '46A']"
3692,4566,Kill Avenue,"['46A', '7D']"
3693,4567,Kill Avenue,"['7D', '46A']"
3694,4568,Kill Avenue,"['46A', '7D']"
3695,4569,Kill Avenue,"['7D', '46A']"
3696,4570,Kill Avenue,"['46A', '7D']"
3697,4571,Stillorgan Road,"['7D', '46A', '155', '145', '84X']"
3698,4573,Diswellstown Rd,['37']
3699,4574,Diswellstown Rd,['37']
3700,4575,Carpenterstown Rd,['37']
3701,4576,Grange Castle,"['13', '151']"
3702,4577,Wellington Lane,"['150', '54A']"
3703,4578,Wellington Lane,"['54A', '150']"
3704,4582,Broadford Road,['161']
3705,4583,Cardiffsbridge Rd,"['40E', '40']"
3706,4584,Diamond Valley,['185']
3707,4588,Southern Cross,['84X']
3708,4589,Southern Cross,['84X']
3709,4590,Southern Cross,['84X']
3710,4591,Southern Cross,['84X']
3711,4592,Finglas Village,"['40', '40B']"
3712,4593,Clare Hall Ave,"['15', '27X', '27']"
3713,4594,Donaghmede Roundabout,"['27X', '15']"
3714,4595,Clare Hall Ave,"['15', '27X', '27']"
3715,4596,Clare Hall Ave,"['27', '27X', '15']"
3716,4597,Beaumont Hospital,"['17A', '104']"
3717,4599,Lucan Road,"['25A', '25', '25B', '25D', '25X', '66A', '66', '66B', '66E', '67']"
3718,4601,Ballyowen Rd,"['25B', '25A']"
3719,4602,Ballyowen Rd,"['25A', '25B']"
3720,4603,Castle Rd,"['25B', '25A']"
3721,4604,Castle Rd,"['25A', '25B']"
3722,4605,Newlands Rd,"['25B', '25A']"
3723,4606,Griffeen Avenue,['151']
3724,4607,Griffeen Avenue,"['25A', '25B']"
3725,4608,Griffeen Road,['25A']
3726,4609,Griffeen Road,['25A']
3727,4610,Griffeen Road,['25A']
3728,4611,Esker Road,['25A']
3729,4612,Esker Road,['25A']
3730,4613,Esker Road,['25A']
3731,4616,Newcastle Rd,"['25A', '25D']"
3732,4617,Grange Castle,"['151', '13']"
3733,4619,Foxborough Rd,"['151', '25A', '25B']"
3734,4620,Newcastle Rd,"['25A', '25D']"
3735,4623,Griffeen Avenue,"['25A', '25B']"
3736,4624,Griffeen Road,['25A']
3737,4625,Griffeen Road,['25A']
3738,4626,Esker Road,['25A']
3739,4627,Esker Road,['25A']
3740,4628,Griffeen Road,['25A']
3741,4629,Newlands Rd,"['25A', '25B']"
3742,4630,Castle Rd,"['25B', '25A']"
3743,4631,Castle Rd,"['25A', '25B']"
3744,4632,Ballyowen Rd,"['25B', '25A']"
3745,4633,Ballyowen Rd,"['25A', '25B']"
3746,4636,Stillorgan Road,"['155', '145', '7D', '46A']"
3747,4637,Stillorgan Village,"['75A', '75']"
3748,4640,Old Blessington Rd,"['54A', '65', '77A', '27']"
3749,4641,Jobstown Rd,['27']
3750,4642,Jobstown Rd,['27']
3751,4643,Jobstown Rd,"['27', '49']"
3752,4644,Fortunestown Way,"['49', '27']"
3753,4645,Fortunestown Way,"['27', '49']"
3754,4646,Old Blessington Rd,"['65', '54A', '77A', '27']"
3755,4647,Old Blessington Rd,"['27', '77A', '54A', '65']"
3756,4650,Kilpeddar Grove,['184']
3757,4651,Garden Village,['184']
3758,4652,Coillte Offices,['184']
3759,4653,Newtownmountkennedy,['184']
3760,4654,Springfield Heights,['184']
3761,4655,Newtown Business Ctr,['184']
3762,4656,Newcastle Hospital,['184']
3763,4657,Newcastle Hospital,['184']
3764,4658,Springfield Heights,['184']
3765,4659,Newtownmountkennedy,['184']
3766,4660,Coillte Offices,['184']
3767,4661,Garden Village,['184']
3768,4662,Greenhills Rd,"['77A', '27']"
3769,4663,Watery Lane,['13']
